_id,acoust,speech,tempo,cloudcover,temperature,studying
06/01/2021 04:04,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:06,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:07,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:09,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:10,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:12,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:13,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:15,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:16,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:18,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:19,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:21,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:22,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:24,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:25,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:27,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:28,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:30,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:31,FALSE,FALSE,FALSE,100,-0.2,0
06/01/2021 04:33,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:34,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:36,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:37,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:39,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:40,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:42,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:43,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:45,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:46,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:48,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:49,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:51,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:52,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:54,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:55,FALSE,FALSE,FALSE,100,0,0
06/01/2021 04:57,FALSE,FALSE,FALSE,100,0,0
